2018-03-19, 01:30, 47.476, 30.69, 12.00
2018-03-19, 01:40, 44.736, 20.75, 11.23
2018-03-19, 01:50, 47.323, 38.18, 11.91
2018-03-19, 02:00, 46.412, 15.14, 12.07
2018-03-19, 02:10, 47.26, 16.70, 11.97
2018-03-19, 02:20, 44.647, 19.16, 11.99
2018-03-19, 02:30, 49.28, 29.77, 11.92
2018-03-19, 02:40, 49.296, 32.03, 11.88
2018-03-19, 02:50, 45.874, 12.80, 11.35
2018-03-19, 03:00, 42.658, 11.85, 10.63
2018-03-19, 03:10, 46.982, 14.55, 8.59
2018-03-19, 03:20, 47.116, 20.66, 12.01
2018-03-19, 03:30, 42.076, 19.63, 11.93
2018-03-19, 03:40, 47.276, 31.02, 9.32
2018-03-19, 03:50, 48.103, 30.41, 11.78
2018-03-19, 04:00, 72.96, 26.50, 11.86
2018-03-19, 04:10, 50.786, 22.86, 11.95
2018-03-19, 04:20, 52.118, 23.20, 11.75
2018-03-19, 04:30, 49.363, 20.82, 11.85
2018-03-19, 04:40, 46.045, 8.54, 10.54
2018-03-19, 04:50, 57.711, 17.44, 11.98
2018-03-19, 05:00, 46.657, 11.17, 11.01
2018-03-19, 05:10, 45.621, 30.05, 11.91
2018-03-19, 05:20, 48.889, 6.58, 12.07
2018-03-19, 05:30, 47.793, 24.78, 11.90
2018-03-19, 05:40, 45.556, 24.17, 11.94
2018-03-19, 05:50, 44.284, 9.87, 11.96
2018-03-19, 06:00, 45.071, 18.10, 11.97
2018-03-19, 06:10, 43.581, 9.35, 3.34
2018-03-19, 06:20, 47.514, 39.16, 12.11
2018-03-19, 06:30, 50.478, 36.71, 11.56
2018-03-19, 06:40, 43.572, 16.80, 11.76
2018-03-19, 06:50, 46.579, 37.75, 12.15
2018-03-19, 07:00, 50.519, 36.48, 11.88
2018-03-19, 07:10, 44.916, 38.94, 11.86
2018-03-19, 07:20, 47.281, 35.68, 12.03
2018-03-19, 07:30, 44.654, 22.12, 12.00
2018-03-19, 07:40, 44.87, 24.71, 11.89
2018-03-19, 07:50, 46.552, 39.88, 12.02
2018-03-19, 08:00, 46.737, 36.95, 10.56
2018-03-19, 08:10, 50.826, 38.46, 11.85
2018-03-19, 08:20, 46.592, 28.07, 11.91
2018-03-19, 08:30, 46.72, 15.84, 12.16
2018-03-19, 08:40, 47.028, 22.11, 11.72
2018-03-19, 08:50, 47.64, 19.97, 11.89
2018-03-19, 09:00, 50.167, 39.46, 12.09
2018-03-19, 09:10, 49.948, 37.99, 11.88
2018-03-19, 09:20, 51.404, 26.12, 12.09
2018-03-19, 09:30, 42.58, 25.19, 11.56
2018-03-19, 09:40, 44.422, 22.26, 11.79
2018-03-19, 09:50, 46.491, 38.79, 11.70
2018-03-19, 10:00, 46.183, 25.52, 11.68
2018-03-19, 10:10, 49.634, 39.24, 12.05
2018-03-19, 10:20, 45.067, 24.83, 12.03
2018-03-19, 10:30, 42.381, 22.57, 11.86
2018-03-19, 10:40, 46.871, 21.35, 11.81
2018-03-19, 10:50, 41.967, 16.74, 11.90
2018-03-19, 11:00, 47.304, 36.46, 11.79
2018-03-19, 11:10, 49.685, 38.09, 11.91
2018-03-19, 11:20, 47.764, 34.64, 11.47
2018-03-19, 11:30, 44.612, 21.49, 11.17
2018-03-19, 11:40, 43.651, 23.39, 11.90
2018-03-19, 11:50, 45.856, 31.59, 11.41
2018-03-19, 12:00, 45.823, 31.80, 12.00
2018-03-19, 12:10, 44.0, 19.64, 11.82
2018-03-19, 12:20, 49.166, 31.07, 12.07
2018-03-19, 12:30, 43.947, 17.69, 12.14
2018-03-19, 12:40, 69.852, 16.25, 11.87
2018-03-19, 12:50, 44.225, 33.98, 11.27
2018-03-19, 13:00, 49.129, 35.25, 9.35
2018-03-19, 13:10, 49.121, 22.66, 12.02
2018-03-19, 13:20, 49.205, 38.65, 11.89
2018-03-19, 13:30, 47.587, 37.48, 11.10
2018-03-19, 13:40, 60.585, 9.82, 5.59
2018-03-19, 13:50, 52.786, 27.42, 8.85
2018-03-19, 14:00, 55.617, 31.16, 11.02
2018-03-19, 14:10, 43.679, 25.52, 11.30
2018-03-19, 14:20, 43.964, 23.99, 11.91
2018-03-19, 14:30, 42.979, 23.34, 3.83
2018-03-19, 14:40, 44.73, 6.21, 3.68
2018-03-19, 14:50, 47.0, 21.28, 11.90
2018-03-19, 15:00, 45.383, 33.01, 11.68
2018-03-19, 15:10, 203.432, 2.15, 6.01
2018-03-19, 15:20, 44.403, 21.86, 11.79
2018-03-19, 15:30, 55.639, 21.95, 8.50
2018-03-19, 15:40, 56.968, 13.44, 11.66
2018-03-19, 15:50, 48.588, 22.55, 11.95
2018-03-19, 16:00, 48.655, 29.90, 11.51
2018-03-19, 16:10, 43.091, 20.08, 11.73
2018-03-19, 16:20, 46.219, 38.78, 11.50
2018-03-19, 16:30, 46.259, 35.28, 11.95
2018-03-19, 16:40, 48.284, 21.31, 11.78
2018-03-19, 16:50, 46.946, 21.35, 12.29
2018-03-19, 17:00, 45.723, 14.78, 12.01
2018-03-19, 17:10, 46.76, 33.10, 11.61
2018-03-19, 17:20, 48.626, 33.48, 11.99
2018-03-19, 17:30, 48.199, 31.54, 11.16
2018-03-19, 17:40, 44.682, 20.22, 11.90
2018-03-19, 17:50, 44.197, 20.65, 11.98
2018-03-19, 18:00, 53.476, 25.62, 11.92
2018-03-19, 18:10, 43.738, 22.48, 11.04
2018-03-19, 18:20, 44.876, 21.16, 11.16
2018-03-19, 18:30, 48.493, 20.15, 11.84
2018-03-19, 18:40, 47.837, 23.05, 12.02
2018-03-19, 18:50, 44.519, 14.09, 11.51
2018-03-19, 19:00, 59.86, 9.65, 8.82
2018-03-19, 19:10, 74.899, 2.14, 0.00
2018-03-19, 19:50, 47.937, 33.25, 11.82
2018-03-19, 20:00, 48.651, 13.30, 10.12
2018-03-19, 20:10, 45.887, 18.88, 12.04
2018-03-19, 20:20, 44.253, 18.69, 11.73
2018-03-19, 20:30, 45.596, 16.93, 11.56
2018-03-19, 20:40, 46.117, 18.14, 11.78
2018-03-19, 20:50, 45.444, 16.18, 11.30
2018-03-19, 21:00, 45.127, 11.97, 11.45
2018-03-19, 21:10, 49.107, 37.23, 11.79
2018-03-19, 21:20, 62.5, 17.00, 10.96
2018-03-19, 21:30, 45.232, 18.72, 12.02
2018-03-19, 21:40, 45.199, 14.65, 11.37
2018-03-19, 21:50, 45.602, 7.87, 11.63
2018-03-19, 22:00, 52.487, 27.06, 11.40
2018-03-19, 22:10, 46.896, 26.24, 11.91
2018-03-19, 22:20, 48.095, 33.23, 12.14
2018-03-19, 22:30, 47.823, 18.52, 9.17
2018-03-19, 22:40, 46.118, 19.04, 11.80
2018-03-19, 22:50, 49.274, 35.59, 11.22
2018-03-19, 23:00, 47.74, 37.20, 11.82
2018-03-19, 23:10, 45.743, 29.36, 11.78
2018-03-19, 23:20, 46.51, 34.18, 11.79
2018-03-19, 23:30, 48.065, 34.49, 11.57
2018-03-19, 23:40, 48.976, 31.16, 10.91
2018-03-19, 23:50, 51.304, 34.86, 11.63
